ref_date,indicator,year,value
2025-07-11,Balança Comercial,2025,70.9
2025-07-11,Balança Comercial,2026,77.94
2025-07-11,Balança Comercial,2027,80.0
2025-07-11,Balança Comercial,2028,81.1
2025-07-11,Investimento Direto,2025,70.0
2025-07-11,Investimento Direto,2026,70.0
2025-07-11,Investimento Direto,2027,73.5
2025-07-11,Investimento Direto,2028,75.0
2025-07-11,Dívida Líquida,2025,65.8
2025-07-11,Dívida Líquida,2026,70.01
2025-07-11,Dívida Líquida,2027,74.0
2025-07-11,Dívida Líquida,2028,76.13
2025-07-11,Resultado Primário,2025,-0.56
2025-07-11,Resultado Primário,2026,-0.65
2025-07-11,Resultado Primário,2027,-0.4
2025-07-11,Resultado Primário,2028,-0.1
2025-07-11,Resultado Nominal,2025,-8.7
2025-07-11,Resultado Nominal,2026,-8.5
2025-07-11,Resultado Nominal,2027,-7.3
2025-07-11,Resultado Nominal,2028,-6.66
2025-07-18,IPCA,2025,5.1
2025-07-18,IPCA,2026,4.45
2025-07-18,IPCA,2027,4.0
2025-07-18,IPCA,2028,3.8
2025-07-18,PIB,2025,2.23
2025-07-18,PIB,2026,1.88
2025-07-18,PIB,2027,2.0
2025-07-18,PIB,2028,2.0
2025-07-18,Câmbio,2025,5.65
2025-07-18,Câmbio,2026,5.7
2025-07-18,Câmbio,2027,5.7
2025-07-18,Câmbio,2028,5.7
2025-07-18,Selic,2025,15.0
2025-07-18,Selic,2026,12.5
2025-07-18,Selic,2027,10.5
2025-07-18,Selic,2028,10.0
2025-07-18,IGP-M,2025,1.72
2025-07-18,IGP-M,2026,4.45
2025-07-18,IGP-M,2027,4.0
2025-07-18,IGP-M,2028,3.98
2025-07-18,IPCA Administrados,2025,4.64
2025-07-18,IPCA Administrados,2026,4.19
2025-07-18,IPCA Administrados,2027,4.0
2025-07-18,IPCA Administrados,2028,3.7
2025-07-18,Conta Corrente,2025,-57.7
2025-07-18,Conta Corrente,2026,-57.38
2025-07-18,Conta Corrente,2027,-51.0
2025-07-18,Conta Corrente,2028,-51.3
2025-07-18,Balança Comercial,2025,69.25
2025-07-18,Balança Comercial,2026,75.2
2025-07-18,Balança Comercial,2027,79.85
2025-07-18,Balança Comercial,2028,80.0
2025-07-18,Investimento Direto,2025,70.0
2025-07-18,Investimento Direto,2026,70.0
2025-07-18,Investimento Direto,2027,72.75
2025-07-18,Investimento Direto,2028,75.0
2025-07-18,Dívida Líquida,2025,65.8
2025-07-18,Dívida Líquida,2026,70.2
2025-07-18,Dívida Líquida,2027,74.0
2025-07-18,Dívida Líquida,2028,76.0
2025-07-18,Resultado Primário,2025,-0.55
2025-07-18,Resultado Primário,2026,-0.66
2025-07-18,Resultado Primário,2027,-0.3
2025-07-18,Resultado Primário,2028,-0.08
2025-07-18,Resultado Nominal,2025,-8.7
2025-07-18,Resultado Nominal,2026,-8.5
2025-07-18,Resultado Nominal,2027,-7.3
2025-07-18,Resultado Nominal,2028,-6.7
2025-07-25,IPCA,2025,5.09
2025-07-25,IPCA,2026,4.44
2025-07-25,IPCA,2027,4.0
2025-07-25,IPCA,2028,3.8
2025-07-25,PIB,2025,2.23
2025-07-25,PIB,2026,1.89
2025-07-25,PIB,2027,2.0
2025-07-25,PIB,2028,2.0
2025-07-25,Câmbio,2025,5.6
2025-07-25,Câmbio,2026,5.7
2025-07-25,Câmbio,2027,5.7
2025-07-25,Câmbio,2028,5.7
2025-07-25,Selic,2025,15.0
2025-07-25,Selic,2026,12.5
2025-07-25,Selic,2027,10.5
2025-07-25,Selic,2028,10.0
2025-07-25,IGP-M,2025,1.6
2025-07-25,IGP-M,2026,4.42
2025-07-25,IGP-M,2027,4.0
2025-07-25,IGP-M,2028,3.96
2025-07-25,IPCA Administrados,2025,4.69
2025-07-25,IPCA Administrados,2026,4.19
2025-07-25,IPCA Administrados,2027,4.0
2025-07-25,IPCA Administrados,2028,3.7
2025-07-25,Conta Corrente,2025,-59.0
2025-07-25,Conta Corrente,2026,-61.6
2025-07-25,Conta Corrente,2027,-52.0
2025-07-25,Conta Corrente,2028,-56.0
2025-07-25,Balança Comercial,2025,66.7
2025-07-25,Balança Comercial,2026,70.04
2025-07-25,Balança Comercial,2027,78.3
2025-07-25,Balança Comercial,2028,80.0
2025-07-25,Investimento Direto,2025,70.0
2025-07-25,Investimento Direto,2026,70.0
2025-07-25,Investimento Direto,2027,73.0
2025-07-25,Investimento Direto,2028,75.0
2025-07-25,Dívida Líquida,2025,65.8
2025-07-25,Dívida Líquida,2026,70.2
2025-07-25,Dívida Líquida,2027,74.0
2025-07-25,Dívida Líquida,2028,76.0
2025-07-25,Resultado Primário,2025,-0.55
2025-07-25,Resultado Primário,2026,-0.62
2025-07-25,Resultado Primário,2027,-0.3
2025-07-25,Resultado Primário,2028,-0.04
2025-07-25,Resultado Nominal,2025,-8.62
2025-07-25,Resultado Nominal,2026,-8.5
2025-07-25,Resultado Nominal,2027,-7.3
2025-07-25,Resultado Nominal,2028,-6.71
2025-08-01,IPCA,2025,5.07
2025-08-01,IPCA,2026,4.43
2025-08-01,IPCA,2027,4.0
2025-08-01,IPCA,2028,3.8
2025-08-01,PIB,2025,2.23
2025-08-01,PIB,2026,1.88
2025-08-01,PIB,2027,1.95
2025-08-01,PIB,2028,2.0
2025-08-01,Câmbio,2025,5.6
2025-08-01,Câmbio,2026,5.7
2025-08-01,Câmbio,2027,5.7
2025-08-01,Câmbio,2028,5.7
2025-08-01,Selic,2025,15.0
2025-08-01,Selic,2026,12.5
2025-08-01,Selic,2027,10.5
2025-08-01,Selic,2028,10.0
2025-08-01,IGP-M,2025,1.33
2025-08-01,IGP-M,2026,4.43
2025-08-01,IGP-M,2027,4.0
2025-08-01,IGP-M,2028,3.96
2025-08-01,IPCA Administrados,2025,4.71
2025-08-01,IPCA Administrados,2026,4.19
2025-08-01,IPCA Administrados,2027,4.0
2025-08-01,IPCA Administrados,2028,3.72
2025-08-01,Conta Corrente,2025,-60.0
2025-08-01,Conta Corrente,2026,-61.6
2025-08-01,Conta Corrente,2027,-52.3
2025-08-01,Conta Corrente,2028,-57.0
2025-08-01,Balança Comercial,2025,65.25
2025-08-01,Balança Comercial,2026,70.79
2025-08-01,Balança Comercial,2027,78.3
2025-08-01,Balança Comercial,2028,80.0
2025-08-01,Investimento Direto,2025,70.0
2025-08-01,Investimento Direto,2026,70.0
2025-08-01,Investimento Direto,2027,73.0
2025-08-01,Investimento Direto,2028,75.0
2025-08-01,Dívida Líquida,2025,65.8
2025-08-01,Dívida Líquida,2026,70.2
2025-08-01,Dívida Líquida,2027,74.0
2025-08-01,Dívida Líquida,2028,76.0
2025-08-01,Resultado Primário,2025,-0.55
2025-08-01,Resultado Primário,2026,-0.65
2025-08-01,Resultado Primário,2027,-0.3
2025-08-01,Resultado Primário,2028,-0.04
2025-08-01,Resultado Nominal,2025,-8.5
2025-08-01,Resultado Nominal,2026,-8.5
2025-08-01,Resultado Nominal,2027,-7.3
2025-08-01,Resultado Nominal,2028,-6.71
2025-08-08,IPCA,2025,5.05
2025-08-08,IPCA,2026,4.41
2025-08-08,IPCA,2027,4.0
2025-08-08,IPCA,2028,3.8
2025-08-08,PIB,2025,2.21
2025-08-08,PIB,2026,1.87
2025-08-08,PIB,2027,1.93
2025-08-08,PIB,2028,2.0
2025-08-08,Câmbio,2025,5.6
2025-08-08,Câmbio,2026,5.7
2025-08-08,Câmbio,2027,5.7
2025-08-08,Câmbio,2028,5.7
2025-08-08,Selic,2025,15.0
2025-08-08,Selic,2026,12.5
2025-08-08,Selic,2027,10.5
2025-08-08,Selic,2028,10.0
2025-08-08,IGP-M,2025,1.28
2025-08-08,IGP-M,2026,4.4
2025-08-08,IGP-M,2027,4.0
2025-08-08,IGP-M,2028,3.96
2025-08-08,IPCA Administrados,2025,4.71
2025-08-08,IPCA Administrados,2026,4.17
2025-08-08,IPCA Administrados,2027,4.0
2025-08-08,IPCA Administrados,2028,3.72
2025-08-08,Conta Corrente,2025,-62.0
2025-08-08,Conta Corrente,2026,-61.7
2025-08-08,Conta Corrente,2027,-53.9
2025-08-08,Conta Corrente,2028,-57.0
2025-08-08,Balança Comercial,2025,65.0
2025-08-08,Balança Comercial,2026,69.0
2025-08-08,Balança Comercial,2027,78.13
2025-08-08,Balança Comercial,2028,75.0
2025-08-08,Investimento Direto,2025,70.0
2025-08-08,Investimento Direto,2026,70.0
2025-08-08,Investimento Direto,2027,72.0
2025-08-08,Investimento Direto,2028,74.5
2025-08-08,Dívida Líquida,2025,65.8
2025-08-08,Dívida Líquida,2026,70.15
2025-08-08,Dívida Líquida,2027,74.0
2025-08-08,Dívida Líquida,2028,76.0
2025-08-08,Resultado Primário,2025,-0.53
2025-08-08,Resultado Primário,2026,-0.61
2025-08-08,Resultado Primário,2027,-0.3
2025-08-08,Resultado Primário,2028,-0.08
2025-08-08,Resultado Nominal,2025,-8.4
2025-08-08,Resultado Nominal,2026,-8.5
2025-08-08,Resultado Nominal,2027,-7.38
2025-08-08,Resultado Nominal,2028,-6.73
2025-08-15,IPCA,2025,4.95
2025-08-15,IPCA,2026,4.4
2025-08-15,IPCA,2027,4.0
2025-08-15,IPCA,2028,3.8
2025-08-15,PIB,2025,2.21
2025-08-15,PIB,2026,1.87
2025-08-15,PIB,2027,1.87
2025-08-15,PIB,2028,2.0
2025-08-15,Câmbio,2025,5.6
2025-08-15,Câmbio,2026,5.7
2025-08-15,Câmbio,2027,5.7
2025-08-15,Câmbio,2028,5.7
2025-08-15,Selic,2025,15.0
2025-08-15,Selic,2026,12.5
2025-08-15,Selic,2027,10.5
2025-08-15,Selic,2028,10.0
2025-08-15,IGP-M,2025,1.13
2025-08-15,IGP-M,2026,4.32
2025-08-15,IGP-M,2027,4.0
2025-08-15,IGP-M,2028,3.96
2025-08-15,IPCA Administrados,2025,4.72
2025-08-15,IPCA Administrados,2026,4.18
2025-08-15,IPCA Administrados,2027,4.0
2025-08-15,IPCA Administrados,2028,3.71
2025-08-15,Conta Corrente,2025,-63.7
2025-08-15,Conta Corrente,2026,-61.8
2025-08-15,Conta Corrente,2027,-52.6
2025-08-15,Conta Corrente,2028,-57.0
2025-08-15,Balança Comercial,2025,65.0
2025-08-15,Balança Comercial,2026,68.4
2025-08-15,Balança Comercial,2027,78.13
2025-08-15,Balança Comercial,2028,75.0
2025-08-15,Investimento Direto,2025,70.0
2025-08-15,Investimento Direto,2026,70.0
2025-08-15,Investimento Direto,2027,72.0
2025-08-15,Investimento Direto,2028,74.5
2025-08-15,Dívida Líquida,2025,65.8
2025-08-15,Dívida Líquida,2026,70.1
2025-08-15,Dívida Líquida,2027,74.0
2025-08-15,Dívida Líquida,2028,76.0
2025-08-15,Resultado Primário,2025,-0.5
2025-08-15,Resultado Primário,2026,-0.6
2025-08-15,Resultado Primário,2027,-0.3
2025-08-15,Resultado Primário,2028,-0.08
2025-08-15,Resultado Nominal,2025,-8.4
2025-08-15,Resultado Nominal,2026,-8.45
2025-08-15,Resultado Nominal,2027,-7.3
2025-08-15,Resultado Nominal,2028,-6.73
2025-08-22,IPCA,2025,4.86
2025-08-22,IPCA,2026,4.33
2025-08-22,IPCA,2027,3.97
2025-08-22,IPCA,2028,3.8
2025-08-22,PIB,2025,2.18
2025-08-22,PIB,2026,1.86
2025-08-22,PIB,2027,1.87
2025-08-22,PIB,2028,2.0
2025-08-22,Câmbio,2025,5.59
2025-08-22,Câmbio,2026,5.64
2025-08-22,Câmbio,2027,5.63
2025-08-22,Câmbio,2028,5.6
2025-08-22,Selic,2025,15.0
2025-08-22,Selic,2026,12.5
2025-08-22,Selic,2027,10.5
2025-08-22,Selic,2028,10.0
2025-08-22,IGP-M,2025,1.04
2025-08-22,IGP-M,2026,4.27
2025-08-22,IGP-M,2027,4.0
2025-08-22,IGP-M,2028,3.98
2025-08-22,IPCA Administrados,2025,4.7
2025-08-22,IPCA Administrados,2026,4.0
2025-08-22,IPCA Administrados,2027,4.0
2025-08-22,IPCA Administrados,2028,3.65
2025-08-22,Conta Corrente,2025,-65.06
2025-08-22,Conta Corrente,2026,-62.0
2025-08-22,Conta Corrente,2027,-52.0
2025-08-22,Conta Corrente,2028,-57.0
2025-08-22,Balança Comercial,2025,65.0
2025-08-22,Balança Comercial,2026,68.7
2025-08-22,Balança Comercial,2027,79.51
2025-08-22,Balança Comercial,2028,78.13
2025-08-22,Investimento Direto,2025,70.0
2025-08-22,Investimento Direto,2026,70.0
2025-08-22,Investimento Direto,2027,71.65
2025-08-22,Investimento Direto,2028,74.5
2025-08-22,Dívida Líquida,2025,65.8
2025-08-22,Dívida Líquida,2026,70.0
2025-08-22,Dívida Líquida,2027,73.8
2025-08-22,Dívida Líquida,2028,76.0
2025-08-22,Resultado Primário,2025,-0.53
2025-08-22,Resultado Primário,2026,-0.6
2025-08-22,Resultado Primário,2027,-0.3
2025-08-22,Resultado Primário,2028,-0.05
2025-08-22,Resultado Nominal,2025,-8.4
2025-08-22,Resultado Nominal,2026,-8.4
2025-08-22,Resultado Nominal,2027,-7.3
2025-08-22,Resultado Nominal,2028,-6.73
2025-08-29,IPCA,2025,4.85
2025-08-29,IPCA,2026,4.31
2025-08-29,IPCA,2027,3.94
2025-08-29,IPCA,2028,3.8
2025-08-29,PIB,2025,2.19
2025-08-29,PIB,2026,1.87
2025-08-29,PIB,2027,1.89
2025-08-29,PIB,2028,2.0
2025-08-29,Câmbio,2025,5.56
2025-08-29,Câmbio,2026,5.62
2025-08-29,Câmbio,2027,5.62
2025-08-29,Câmbio,2028,5.6
2025-08-29,Selic,2025,15.0
2025-08-29,Selic,2026,12.5
2025-08-29,Selic,2027,10.5
2025-08-29,Selic,2028,10.0
2025-08-29,IGP-M,2025,1.14
2025-08-29,IGP-M,2026,4.23
2025-08-29,IGP-M,2027,4.0
2025-08-29,IGP-M,2028,3.98
2025-08-29,IPCA Administrados,2025,4.68
2025-08-29,IPCA Administrados,2026,4.0
2025-08-29,IPCA Administrados,2027,4.0
2025-08-29,IPCA Administrados,2028,3.69
2025-08-29,Conta Corrente,2025,-65.06
2025-08-29,Conta Corrente,2026,-62.0
2025-08-29,Conta Corrente,2027,-52.0
2025-08-29,Conta Corrente,2028,-57.0
2025-08-29,Balança Comercial,2025,65.0
2025-08-29,Balança Comercial,2026,68.7
2025-08-29,Balança Comercial,2027,79.75
2025-08-29,Balança Comercial,2028,78.13
2025-08-29,Investimento Direto,2025,70.0
2025-08-29,Investimento Direto,2026,70.0
2025-08-29,Investimento Direto,2027,73.5
2025-08-29,Investimento Direto,2028,75.0
2025-08-29,Dívida Líquida,2025,65.8
2025-08-29,Dívida Líquida,2026,70.05
2025-08-29,Dívida Líquida,2027,73.9
2025-08-29,Dívida Líquida,2028,76.0
2025-08-29,Resultado Primário,2025,-0.52
2025-08-29,Resultado Primário,2026,-0.6
2025-08-29,Resultado Primário,2027,-0.3
2025-08-29,Resultado Primário,2028,-0.07
2025-08-29,Resultado Nominal,2025,-8.4
2025-08-29,Resultado Nominal,2026,-8.4
2025-08-29,Resultado Nominal,2027,-7.3
2025-08-29,Resultado Nominal,2028,-6.73
2025-09-05,IPCA,2025,4.85
2025-09-05,IPCA,2026,4.3
2025-09-05,IPCA,2027,3.93
2025-09-05,IPCA,2028,3.7
2025-09-05,PIB,2025,2.16
2025-09-05,PIB,2026,1.85
